,global_seq,global_emo,local_seq,local_emo
3587,"Mary, it's not about the blind following. What matter is I enjoy in drinking. It's like when you get off of work. You're so tired. You need to get relaxed. You can't just turn on the TV and keep watch the programs until you fall asleep. You need to make your after work time more fun. How? By drinking? Drinking is just part of it. I mean, you have a bunch of friends coming by and having fun. You drink and talk. And the more you drink, the more you talk. It makes me so relaxed. When did you begin to drink?",0,"It's a long time ago. When I first went to a bar to pick up girls there, I saw the most beautiful girl sitting and sipping a coke. Then I went up to her and said ' can I buy you a drink? '",0
3588,"hello, Deva, how are you? can't complain. What about you? not bad. Have you heard Wendy divorced her husband? I've heard. She looks quite depressed.",0,Yes. They used to be joined at the hip.,0
3589,"I heard they were just married for 5 months. yes, she said they couldn't communicate well with each other and they often argued over trivial things. yeah. Mixed marriage is tempting but crisis-ridden. you said it. You know, they fall in love at first sight and quickly jumped into marriage.",0,maybe they were just attracted to each other but too different to be married.,0
3590,"Here's Copellini's, my cousin's store. Sounds like an Italian name with an “ i ” at the end. Admit it. You just think of Mussolini. No, I'm an art lover, so I think more of Bellini and Botticelli!",0,"Ah, yes. The Italians do love the sensual forms of the human body.",0
3591,"Thanks for the pizza. It was delicious. It's okay. Next time, it's on me. Don't be silly.",0,I'm serious.,0
3592,"I really admire you, Diana. Why, Jerry? Your words just came out of the blue. You are always happy and able to achieve high scores at school. I work very hard and that's it, you know, practice makes perfect.",0,Isn't there anything else?,0
3593,"I have no idea. You must have a high IQ score. Well, Jerry, let me tell you a secret. Go ahead.",0,My IQ score is slightly above average.,0
3594,"Seriously? But you are such a genius. Maybe I've got a higher EQ. I'm not sure. Well, perhaps you're right. Sometimes EQ matters more than IQ. You can say that again, Jerry. And I'm sure you're high in both of them. With a little more time cracking the books, you can also get high marks.",0,"OK, thank you. I'm going to the library, are you coming?",0
3595,"What does this have to do with me? You know all about coffee. I need your advice, so I won't look stupid when I order. Order tea. Isn't that what you like to drink? Come on, Hugh! Tea is for wimps! Please, I need your help.",0,"If you want to be macho, order a double shot of espresso.",0
3596,"Hey, Mike, is Jenny coming with us? Yes. Why? Nothing. I'm just asking. Just asking? But why is your face burning like mad? Ah-huh, someone has a crush on Jenny, doesn't he?",0,Who has a crush?!,0
3597,"Come on, Ted, don't be such a chicken. If you like her, you've got to tell her. Maybe she likes you. Well, I don't have the guts to ask her out. What're you so afraid of? Just tell her what you're feeling about her. I'd totally die if she turned me down.",0,"But that's better than keeping everything to yourself. You've got to let her know. Come on! You've got to take a chance! Even though you are rejected, it's not the end of the world! There's nothing to lose, is there?",0
3598,"Does anyone need a drink? I'll take one. How's the cooler situation? It's still stocked, and there's plenty of ice. Here you are-cheers! Cheers. You guys didn't drive, did you?",0,"No, we walked. Why, do you need us to carry some stuff home later?",0
3599,Would you honor us with a visit? I'd love to. Thanks. When will you be convenient? Any time will suit me.,4,Are you doing anything tomorrow?,4
3600,What are you doing this weekend? I am not sure. What are you doing? I was thinking of maybe taking a drive to the beach. That sounds like a great idea!,4,Would you be interested in joining me?,4
3601,"Sure, I would love to go with you. When would you be leaving? I thought that we could leave around 8 That would give us plenty of time to explore. Did you know that there is a music festival on the beach in Santa Barbara? That was part of my plan.",4,"Well then, I'll see you on Saturday. Thanks for asking me to go with you.",4
3602,Congratulations on your success in the competition. That is quite something. Thank you. I was lucky this time. I think luck played a very small part in your victory. It is solely due to your hard work and efforts. That brings honor to you and joy to us. I am flattered.,4,It is real word.,0
3603,"Oh! You're engaged! What a beautiful engagement ring! Who to? Of course Mike. Who else? We fell in love at first sight. When's the wedding going to be? We haven't decided yet. There are a lot of things to sort out, you know.",4,Are you having a big wedding?,4
3604,"Who’ s this? your girl-friend? No, it’ s my sister. How old is she? She’ s 18.",0,She is tall?,0
3605,"Hi, Walter! Hi, Sterling! What do you think of our new teacher? Professor Wood? I think he's a brilliant scientist.",0,You're got a point there.But do you think he's a little absent-minded?,0
3606,"Those are today’ s top stories. Now let’ s go to John for the weather. John, what does the forecast look like for our weekend travelers? I’ m afraid we’ re in for a rough weekend, Mary. There is a storm system moving through the East Coast. It will be drizzling all day today, and there’ s a 60 percent chance of thunderstorms this eve That’ s pretty chilly for the summer! Will it rain on Saturday? Unfortunately, yes. It will be clear early Saturday morning but there is a high chance of showers and thunderstorms later in the day. There is a severe thunderstorm warning for some parts of the Sout",0,That certainly sounds like a dreary Saturday.,0
3607,"What was the last movie you saw? A Korean film called Friends, starring Sang Dong-gun. Really? I've seen that movie, too. How did you like the movie?",0,I thought it was pretty good.,4
